BSN,Building,Name,type,color,eMail,Internet,Standort,Straße,PLZ,lat,lng
07Y02,07Y02,Rückert-Gymnasium,gymnasium,orange,schulleitung@rueckert-gymnasium-berlin.de,http://www.rueckert-gymnasium.berlin,Hauptstandort,Mettestr. 8,10825,52.48047,13.33924
07Y03,07Y03,Rheingau-Gymnasium,gymnasium,orange,sekretariat@rheingau-gymnasium.de,http://www.rheingau-gymnasium.de,Hauptstandort,Schwalbacher Str. 3-4,12161,52.470206,13.322611
07Y04,07Y04,Paul-Natorp-Gymnasium,gymnasium,orange,sekretariat@natorp-gymnasium.de,http://www.natorp.de,Hauptstandort,Goßlerstr. 13-15,12161,52.46939,13.32431
07Y05,07Y05a,Luise-Henriette-Gymnasium,gymnasium,orange,sekretariat@l-h-g.de,http://www.luise-henriette-berlin.de,Hauptstandort,Kurfürstenstraße 53-54,12105,52.447997,13.383776
07Y06,07Y06,Askanisches Gymnasium,gymnasium,orange,sekretariat@askanisches-gymnasium.de,http://www.askanisches-gymnasium.de,Hauptstandort,Kaiserin-Augusta-Str. 19-20,12103,52.45992,13.37992
07Y07,07Y07,Eckener-Gymnasium,gymnasium,orange,info@eckener-gymnasium.de,http://www.eckener-gymnasium.de,Hauptstandort,Kaiserstr. 17-21,12105,52.4451,13.38052
07Y08,07Y08,Ulrich-von-Hutten-Gymnasium,gymnasium,orange,uvh@uvh-online.de,http://www.uvh-online.de,Hauptstandort,Rehagener Str. 35-37,12307,52.38563,13.40388
07Y09,07Y09,Georg-Büchner-Gymnasium,gymnasium,orange,sekretariat@gbgonline.de,http://www.gbgonline.de,Hauptstandort,Lichtenrader Damm 224,12305,52.39186,13.406604
08B01,08B01a,Annedore-Leber-Oberschule,osz,black,info@aloberlin.de,https://www.aloberlin.de,Hauptstandort,Goltzstr. 43-44,10781,52.491374,13.353027
08B01,08B01b,Annedore-Leber-Oberschule,osz,black,,,Filiale,Ostpreußendamm 40,12207,52.430261,13.317082
08B01,08B01c,Annedore-Leber-Oberschule,osz,black,,,Filiale,Paster-Behrens-Straße 88,12359,52.4431991,13.442569
08B02,08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",osz,black,verwaltung@osz-lise-meitner.eu,https://www.osz-lise-meitner.eu,Hauptstandort,Lipschitzallee 25,12351,52.42927,13.4733399
08B04,08B04,OSZ Informations- und Medizintechnik,osz,black,info@oszimt.de,http://www.oszimt.de,Hauptstandort,Haarlemer Str. 27,12359,52.4580606,13.452418
08G01,08G01,Rixdorfer Schule (Grundschule),grundschule,green,berlin.08G01@t-online.de,http://www.die-rixdorfer.de,Hauptstandort,Donaustr. 120,12043,52.484904,13.431792
08G02,08G02,Theodor-Storm-Schule (Grundschule),grundschule,green,sekretariat@theodor-storm.schuel.berlin.de,http://www.Theodor-Storm-Grundschule.de,Hauptstandort,Hobrechtstr. 76,12043,52.486488,13.426763
08G03,08G03,Hans-Fallada-Schule (Grundschule),grundschule,green,hans-fallada-schule@gmx.de,http://www.hans-fallada-schule.de,Hauptstandort,Harzer Str. 73,12059,52.483564,13.451851
08G05,08G05,Elbe-Schule (Grundschule),grundschule,green,berlin-08g05@versanet.de,http://www.elbeschule.de,Hauptstandort,Elbestr. 11,12045,52.48442,13.44062
08G06,08G06,Karl-Weise-Schule (Grundschule),grundschule,green,08G06@08G06.schule.berlin.de,http://karl-weise-schule.de,Hauptstandort,Weisestr. 20,12049,52.476503,13.423961
08G07,08G07,Hermann-Boddin-Schule (Grundschule),grundschule,green,berlin.08g07@t-online.de,http://www.boddin-schule.de,Hauptstandort,Boddinstr. 55,12053,52.480416,13.431252
08G08,08G08a,Karlsgarten-Schule (Grundschule),grundschule,green,berlin.08G08@versanet.de,http://www.karlsgarten.de,Hauptstandort,Karlsgartenstr. 7,12049,52.482131,13.422101
08G09,08G09,Regenbogen-Schule (Grundschule),grundschule,green,schulleitung@regenbogen.schule.berlin.de,http://www.regenbogen-grundschule.de,Hauptstandort,Morusstr. 32,12053,52.47578,13.43333
08G11,08G11,Schliemann-Grundschule,grundschule,green,sekretariat@schliemann-grundschule.de,http://www.schliemann-grundschule.de,Hauptstandort,Groß-Ziethener Chaussee 73,12355,52.41198,13.48526
08G12,08G12,Peter-Petersen-Schule (Grundschule),grundschule,green,info@pps-berlin.de,http://www.pps-berlin.de,Hauptstandort,Jonasstr. 15,12053,52.47189,13.43548
08G13,08G13,Bruno-Taut-Schule (Grundschule),grundschule,green,Berlin_08G13@versanet.de,http://www.bruno-taut.de,Hauptstandort,Bruno-Taut-Ring 9C,12359,52.44095,13.44886
08G14,08G14,Konrad-Agahd-Schule (Grundschule),grundschule,green,schulleitung@schule.agahd.berlin.de,http://www.agahd.de,Hauptstandort,Thomasstr. 39,12053,52.4725,13.43556
08G15,08G15,Hermann-Sander-Schule (Grundschule),grundschule,green,info@hermann-sander-schule.de,http://www.hermann-sander-schule.de,Hauptstandort,Mariendorfer Weg 69,12051,52.46416,13.43005
08G16,08G16,Hugo-Heimann-Schule (Grundschule),grundschule,green,sekretariat@hugoheimann.schule.berlin.de,http://www.hugoheimannschule.de,Hauptstandort,Hugo-Heimann-Str. 20,12353,52.42538,13.45705
08G17,08G17,Richard-Schule (Grundschule),grundschule,green,08G17@o8G17.schule.berlin.de,http://www.richard-grundschule.de,Hauptstandort,Richardplatz 14,12055,52.47359,13.44439
08G18,08G18,Eduard-Mörike-Schule (Grundschule),grundschule,green,eduard-moerike@freenet.de,http://ems-neukoelln.de,Hauptstandort,Stuttgarter Str. 35-39,12059,52.477969,13.450143
08G19,08G19,Herman-Nohl-Schule (Grundschule),grundschule,green,sekretariat@nohl-schule.de,http://www.herman-nohl.de,Hauptstandort,Hannemannstr. 69,12347,52.455159,13.43894
08G20,08G20,Sonnen-Schule (Grundschule),grundschule,green,sekretariat@sonnen.schule.berlin.de,,Hauptstandort,Dammweg 228,12057,52.47197,13.46714
08G21,08G21,Silberstein-Schule (Grundschule),grundschule,green,info@silberstein-schule.de,http://www.silberstein-schule.de,Hauptstandort,Silbersteinstr. 42,12051,52.466965,13.434906
08G22,08G22,Schule am Regenweiher (Grundschule),grundschule,green,info@Grundschule-am-Regenweiher.de,http://www.Grundschule-am-Regenweiher.de,Hauptstandort,Johannisthaler Chaussee 328,12351,52.42985,13.45178
08G23,08G23,Zürich-Schule (Grundschule),grundschule,green,Sekretariat@zuerich.schule.berlin.de,http://www.zuerich-schule-berlin.de,Hauptstandort,Wederstr. 49,12347,52.462585,13.439533
08G24,08G24,Schule am Teltowkanal (Grundschule),grundschule,green,08G24@08G24.schule.berlin.de,http://www.schule-am-teltowkanal.de,Hauptstandort,Rungiusstr. 46,12347,52.45925,13.44063
08G25,08G25,Michael-Ende-Schule (Grundschule),grundschule,green,sekretariat@michael-ende.schule.berlin.de,http://www.michael-ende-schule-berlin.de,Hauptstandort,Neuhofer Str. 41,12355,52.41346,13.50984
08G26,08G26,Christoph-Ruden-Schule (Grundschule),grundschule,green,sekretariat@08G26.schule.berlin.de,http://www.christoph-ruden-schule.de,Hauptstandort,An den Achterhöfen 13,12349,52.421067,13.435095
08G27,08G27,Oskar-Heinroth-Schule (Grundschule),grundschule,green,08G27@08G27.schule.berlin.de,http://oskar-heinroth-schule.de,Hauptstandort,Rohrdommelweg 1,12359,52.44057,13.47209
08G28,08G28,Matthias-Claudius-Schule (Grundschule),grundschule,green,post@mcgs.berlin,http://www.mcgs.berlin,Hauptstandort,Köpenicker Str. 148,12355,52.420381,13.501675
08G29,08G29,Wetzlar-Schule (Grundschule),grundschule,green,Berlin.08G29@t-online.de,http://www.wetzlar-schule.de,Hauptstandort,Tischlerzeile 34,12351,52.43092,13.44294
08G30,08G30,Schule am Sandsteinweg (Grundschule),grundschule,green,sekretariat@sams.schule.berlin.de,http://www.sams.gs,Hauptstandort,Hornblendeweg 2,12349,52.41829,13.40469
08G31,08G31,Janusz-Korczak-Schule (Grundschule),grundschule,green,sekretariat@jkgs.schule.berlin.de,http://jkgs-berlin.de,Hauptstandort,Wildhüterweg 5,12353,52.42179,13.45659
08G33,08G33,Schule am Fliederbusch (Grundschule),grundschule,green,sekretariat@fliederbusch.schule.berlin.de,http://www.schule-am-fliederbusch.de,Hauptstandort,Kornradenstr. 2,12357,52.42424,13.48673
08G34,08G34,Lisa-Tetzner-Schule (Grundschule),grundschule,green,berlin.08g34@t-online.de,http://www.lisa-tetzner.de,Hauptstandort,Hasenhegerweg 12,12353,52.42254,13.44504
08G35,08G35,Schule in der Köllnischen Heide (Grundschule),grundschule,green,grundheide@t-online.de,,Hauptstandort,Hänselstr. 6,12057,52.4666,13.4721
08G36,08G36,Löwenzahn-Schule (Grundschule),grundschule,green,sekretariat@loewenzahn.schule.berlin.de,http://www.loewenzahn-schule.de,Hauptstandort,Drorystr. 3,12055,52.472499,13.448771
08G37,08G37,Rose-Oehmichen-Schule (Grundschule),grundschule,green,sekretariat@08g37.schule.berlin.de,http://www.rose-oehmichen-schule-berlin.de,Hauptstandort,Lieselotte-Berger-Str. 65,12355,52.401126,13.501995
08K01,08K01,Walter-Gropius-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,Gemeinschaftsschule@walter-gropius-schule-berlin.de,http://www.walter-gropius-schule-berlin.de,Hauptstandort,Fritz-Erler-Allee 86,12351,52.42934,13.46355
08K02,08K02,Hermann-von-Helmholtz-Schule,iss,beige,info@hvhschule.de,http://www.hvhschule.de,Hauptstandort,Wutzkyallee 68,12353,52.421823,13.472974
08K03,08K03,Otto-Hahn-Schule,iss,beige,sekretariat@ohs.berlin,http://ohs.berlin,Hauptstandort,Buschkrugallee 63,12359,52.45809,13.449
08K04,08K04,Heinrich-Mann-Schule,iss,beige,08K04@08K04.schule.berlin.de,http://www.heinrichmannschule.de/,Hauptstandort,Gerlinger Str. 22,12353,52.41578,13.43231
08K05,08K05a,Clay-Schule,iss,beige,sekretariat@clay-schule.de,http://www.clay-schule.de,Hauptstandort,Bildhauerweg 9,12355,52.41759,13.48999
08K06,08K06a,Fritz-Karsen-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,sekretariat@fritz-karsen.de,http://www.fritz-karsen.de,Hauptstandort,Onkel-Bräsig-Str. 76-78,12359,52.44865,13.44389
08K06,08K06c,Fritz-Karsen-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,,,Filiale,Backbergstraße 39,12359,52.448018,13.437736
08K08,08K08a,Gemeinschaftsschule auf dem Campus Rütli,gemeinschaft,lightgreen,schulleitung@campusruetli.de,http://www.campusruetli.de,Hauptstandort,Rütlistr. 41,12045,52.487309,13.434226
08K08,08K08c,Gemeinschaftsschule auf dem Campus Rütli,gemeinschaft,lightgreen,,,Filiale,Weserstraße 12,12047,52.487651,13.430175
08K09,08K09,Röntgen-Schule,iss,beige,berlin.08K09@versanet.de,http://www.roentgen-sekundarschule.de,Hauptstandort,Wildenbruchstr. 53,12435,52.488886,13.449558
08K10,08K10,Zuckmayer-Schule,iss,beige,08K10@08K10.schule.berlin.de,http://www.zuckmayer-schule.de,Hauptstandort,Kopfstr. 55,12053,52.4761,13.43129
08K11,08K11a,Alfred-Nobel-Schule,iss,beige,alfred-nobel-schule@t-online.de,http://www.alfred-nobel-schule.de,Hauptstandort,Britzer Damm 164,12347,52.448,13.43469
08K11,08K11b,Alfred-Nobel-Schule,iss,beige,,,Filiale,Parchimer Allee 111,12359,52.445597,13.443513
08K12,08K12,Kepler-Schule,iss,beige,08K12@08K12.schule.berlin.de,,Hauptstandort,Zwillingestr. 21,12057,52.46737,13.46477
08K13,08K13a,Gemeinschaftsschule Campus Efeuweg,gemeinschaft,lightgreen,verwaltung@campus-efeuweg.de,http://www.gemeinschaftsschule.campus-efeuweg.de,Hauptstandort,Efeuweg 34,12357,52.426935,13.473868
08S01,08S01,Adolf-Reichwein-Schule,sonderpaedagogik,pink,sekretariat@adolf-reichwein.schule.berlin.de,http://www.adolf-reichwein-schule.com,Hauptstandort,Sonnenallee 188,12059,52.475733,13.450826
08S04,08S04,Schule am Zwickauer Damm,sonderpaedagogik,pink,Schule_am_Zwickauer_Damm1@t-online.de,http://www.schule-am-zwickauer-damm.de,Hauptstandort,Zwickauer Damm 17-22,12353,52.422,13.48315
08S05,08S05a,Schule am Hasenhegerweg,sonderpaedagogik,pink,08S05@web.de,http://www.hasenheger.de,Hauptstandort,Hasenhegerweg 12,12353,52.42254,13.44504
08S06,08S06a,Hans-Fallada-Schule,sonderpaedagogik,pink,hans-fallada-schule@gmx.de,http://www.hans-fallada-schule.de,Hauptstandort,Harzer Str. 73-74,12059,52.483564,13.451851
08S07,08S07,Schule am Bienwaldring,sonderpaedagogik,pink,berlin.08S07@t-online.de,http://www.bienwaldring.cidsnet.de,Hauptstandort,Breitunger Weg 1,12349,52.42178,13.42537
08S08,08S08,Schilling-Schule,sonderpaedagogik,pink,schulleitung@schillingschule.de,http://www.schillingschule.de,Hauptstandort,Paster-Behrens-Str. 81,12359,52.442637,13.444198
08S09,08S09,Schule an der Windmühle,sonderpaedagogik,pink,08S09@08S09.schule.berlin.de,http://www.schule-an-der-windmuehle.de,Hauptstandort,Buckower Damm 176,12349,52.42741,13.43451
08Y01,08Y01a,Albrecht-Dürer-Gymnasium,gymnasium,orange,email@albrecht-duerer-gymnasium.de,http://www.albrecht-duerer-gymnasium.de,Hauptstandort,Emser Str. 132-137,12051,52.469446,13.439583
08Y02,08Y02,Albert-Schweitzer-Gymnasium,gymnasium,orange,sekretariat@die-schweitzer.de,http://www.die-schweitzer.de,Hauptstandort,Karl-Marx-Str. 14,12043,52.4852,13.42649
08Y03,08Y03,Albert-Einstein-Gymnasium,gymnasium,orange,sekretariat@aeo.de,http://www.aeo.de,Hauptstandort,Parchimer Allee 109,12359,52.445359,13.443024
08Y04,08Y04,Ernst-Abbe-Gymnasium,gymnasium,orange,schule@ernst-abbe.de,http://www.ernst-abbe.de,Hauptstandort,Sonnenallee 79,12045,52.48349,13.43711
08Y05,08Y05,Leonardo-da-Vinci-Gymnasium,gymnasium,orange,sekretariat@08y05.schule.berlin.de,http://Leonardo-da-Vinci-Gymnasium.de,Hauptstandort,Haewererweg 35,12349,52.41623,13.42658
08Y06,08Y06,Hannah-Arendt-Gymnasium,gymnasium,orange,h-a-os997@t-online.de,http://www.hannah-arendt-os.de,Hauptstandort,Elfriede-Kuhr-Str. 17,12355,52.40411,13.508639
09A05,09A05,Treptow-Kolleg,kolleg,white,Schulleitung@treptow-kolleg.de,http://www.treptow-kolleg.de,,Kiefholzstr. 274,12437,52.46818,13.48463
09B03,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft),osz,black,sekretariat@hs-osz.de,http://www.hermann-scheer-schule.de,Hauptstandort,Helmholtzstr. 37,12459,52.46634,13.50742
09G01,09G01,Bouché-Schule (Grundschule),grundschule,green,sekretariat@bouche.schule.berlin.de,http://www.bouche-schule.de,,Bouchestr. 5-10,12435,52.49327,13.45252
09G03,09G03,Schule am Heidekampgraben (Grundschule),grundschule,green,kontakt@heidekampgraben.de,http://www.grundschuleamheidekampgraben.de,,Hänselstr. 14,12437,52.46872,13.47837
09G04,09G04,Sonnenblumen-Schule (Grundschule),grundschule,green,sekretariat@sonnenblumen.de,http://www.sonnenblumen-grundschule.de,,Radenzer Str. 16,12437,52.46163,13.48872
09G05,09G05,Schule am Ginkobaum (Grundschule),grundschule,green,Sekretariat@ginkobaum.schule.berlin.de,http://www.ginkobaumschule.de,,Springbornstr. 250,12487,52.44014,13.4979
09G06,09G06,Melli-Beese-Schule (Grundschule),grundschule,green,Sekretariat@melli-beese.schule.berlin.de,http://www.melli-beese-schule.de,,Engelhardstr. 18,12487,52.44696,13.51031
09G07,09G07,Schule an der alten Feuerwache (Grundschule),grundschule,green,Sekretariat@09G07.schule.berlin.de,http://www.schuleanderfeuerwache.de,,Schnellerstr. 31,12439,52.45459,13.51379
09G09,09G09a,Heide-Schule (Grundschule),grundschule,green,heidegrundschule-berlin@gmx.de,http://www.heideschule-berlin.de,,Florian-Geyer-Str. 87,12489,52.438648,13.543713
09G09,09G09b,Heide-Schule (Grundschule),grundschule,green,,,Filiale,Waldstraße 7,12489,52.442714,13.551495
09G10,09G10,Schule am Berg (Grundschule),grundschule,green,grundschuleamberg@t-online.de,http://www.schuleamberg.de,,Köpenicker Str. 31,12524,52.41866,13.538044
09G11,09G11,Schule am Pegasuseck (Grundschule),grundschule,green,09g11@09g11.schule.berlin.de,http://www.pegasuseck.de,,Pegasuseck 5,12524,52.40638,13.5294
09G13,09G13,Schule am Altglienicker Wasserturm (Grundschule),grundschule,green,info@wasserturm-schule.de,http://www.wasserturm-schule.de,,Sachsenstr. 22,12524,52.41079,13.55406
09G14,09G14,Schule am Buntzelberg (Grundschule),grundschule,green,sekretariat@schule.buntzelberg.berlin.de,http://www.schule-am-buntzelberg.de,,Schulzendorfer Str. 112,12526,52.40671,13.57427
09G15,09G15,Schule am Mohnweg (Grundschule),grundschule,green,sekretariat@mohnweg.schule.berlin.de,http://www.grundschuleammohnweg.de,,Mohnweg 20,12524,52.40733,13.53679
09G16,09G16,Wendenschloß-Schule (Grundschule),grundschule,green,wendenschloss-g.rektorat@t-online.de,,,Köpenzeile 123,12557,52.42845,13.5953
09G17,09G17,Uhlenhorst-Grundschule,grundschule,green,Sekretariat@09G17.schule.berlin.de,http://www.uhlenhorst-grundschule.de,,Wongrowitzer Steig 37,12555,52.467512,13.579352
09G18,09G18,Schule in der Köllnischen Vorstadt (Grundschule),grundschule,green,schulbuero.09G18@t-online.de,http://www.gs-kvstd.cidsnet.de,,Rudower Str. 201,12557,52.43946,13.56429
09G19,09G19,Amtsfeld-Schule (Grundschule),grundschule,green,amtsfeld-grundschule@t-online.de,http://www.amtsfeld-schule.de,,Pablo-Neruda-Str. 8,12559,52.44262,13.58891
09G20,09G20,Müggelheimer Schule (Grundschule),grundschule,green,sekretariat@09g20.schule.berlin.de,http://mueggelheimer-grundschule.de,,Odernheimer Str. 28,12559,52.41469,13.66739
09G21,09G21,Edison-Grundschule,grundschule,green,sekretariat@edison.schule.berlin.de,http://www.edison-grundschule.de,,Wattstr. 69-70,12459,52.46607,13.50886
09G22,09G22,Schule an der Wuhlheide (Grundschule),grundschule,green,09G22@09G22.schule.berlin.de,http://www.grundschule-an-der-wuhlheide.de,,Kottmeierstr. 2,12459,52.462579,13.524106
09G23,09G23,Hauptmann-von-Köpenick-Schule (Grundschule),grundschule,green,hvkschule@t-online.de,http://www.hvkschule.de,,Borgmannstr. 2,12555,52.45624,13.58095
09G24,09G24a,Müggelsee-Schule (Grundschule),grundschule,green,info@mueggelsee-grundschule.de,http://www.mueggelsee-grundschule.de,,Aßmannstr. 63,12587,52.45072,13.62746
09G24,09G24b,Müggelsee-Schule (Grundschule),grundschule,green,,,Filiale,Rahnsdorfer Str. 35,12587,52.450956,13.632986
09G25,09G25,Müggelschlößchen-Schule (Grundschule),grundschule,green,mueggelschloesschen-schule@t-online.de,http://www.ms-schule.de,,Alfred-Randt-Str. 56,12559,52.43884,13.6059
09G26,09G26,Schule an den Püttbergen (Grundschule),grundschule,green,Sekretariat@09G26.schule.berlin.de,http://www.schule-an-den-puettbergen.de,,Fürstenwalder Allee 182,12589,52.43385,13.70158
09G27,09G27,Friedrichshagener Schule (Grundschule),grundschule,green,09g27@09g27.schule.berlin.de,http://www.friehagrund.de,,Peter-Hille-Str. 7,12587,52.454606,13.621399
09G29,09G29,Schmöckwitzer Insel-Schule (Grundschule),grundschule,green,grundschule-schmoeckwitz@gmx.de,http://www.schmöckis.de,,Adlergestell 776,12527,52.376769,13.647546
09G30,09G30,Kiefholz-Grundschule,grundschule,green,sekretariat@kiefholz.schule.berlin.de,http://kiefholz-grundschule.de,,Kiefholzstr. 45,12435,52.48626,13.45609
09G31,09G31,31. Schule,grundschule,green,,,,Keplerstr. 10,12459,52.459334,13.532459
09K01,09K01a,Merian-Schule (Integrierte Sekundarschule),iss,beige,Sekretariat-Hoernlestrasse@09K01.schule.berlin.de,http://www.merian.schule,,Hoernlestr. 80,12555,52.46431,13.57643
09K01,09K01b,Merian-Schule (Integrierte Sekundarschule),iss,beige,,,Filiale,Mittelheide 49,12555,52.462941,13.590616
09K02,09K02,Anna-Seghers-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,09k02@09k02.schule.berlin.de,http://www.anna-seghers-schule.de,,Radickestr. 43,12489,52.435416,13.548246
09K03,09K03a,Fritz-Kühn-Schule,iss,beige,sekretariat@fritz-kuehn-schule.de,http://www.fritz-kuehn-schule.de,,Dahmestr. 45,12526,52.40141,13.5647
09K03,09K03b,Fritz-Kühn-Schule,iss,beige,,,Filiale,Dahmestr. 36,12526,52.401705,13.569518
09K04,09K04,Isaac-Newton-Schule (Integrierte Sekundarschule),iss,beige,sekretariat@isaac-newton-schule.de,http://www.isaac-newton-schule.de,,Zeppelinstr. 76-80,12459,52.4659,13.51817
09K05,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule),iss,beige,Sekretariat@boelsche.schule.berlin.de,http://wilhelm-boelsche-schule.de/,,Aßmannstr. 11,12587,52.45109,13.61894
09K06,09K06,Hans-Grade-Schule (Integrierte Sekundarschule),iss,beige,09k06@09k06.schule.berlin.de,http://hans-grade-schule.de,,Heubergerweg 37,12487,52.444484,13.499022
09K07,09K07a,Sophie-Brahe-Gemeinschaftsschule,gemeinschaft,lightgreen,sophie-brahe-schule@gmx.de,http://www.sophie-brahe-schule.de,,Am Plänterwald 17,12435,52.48171,13.47804
09K07,09K07c,Sophie-Brahe-Gemeinschaftsschule,gemeinschaft,lightgreen,,,AS,Willi-Sänger-Str. 1,12437,52.47731,13.484477
09K08,09K08,Schule an der Dahme (Integrierte Sekundarschule),iss,beige,info@dahmeschule.de,http://www.dahmeschule.de/,,Glienicker Str. 24 -30,12557,52.44056,13.56727
09K09,09K09,Grünauer Gemeinschaftsschule,gemeinschaft,lightgreen,sekretariat@gruenauer-schule.de,http://www.gruenauer-schule.de,,Walchenseestr. 40,12527,52.419368,13.576124
09S03,09S03,Albatros-Schule,sonderpaedagogik,pink,info@albatros.schule.berlin.de,http://www.albatros.schule-berlin.de,,Treskowallee 222,12459,52.471245,13.516154
09S04,09S04a,Ahorn-Schule,sonderpaedagogik,pink,09S04@09S04.schule.berlin.de,http://www.ahorn-schule.de,,Peter-Hille-Str. 118,12587,52.44782,13.61966
09S04,09S04b,Ahorn-Schule,sonderpaedagogik,pink,,,Filiale,Stillerzeile 100,12587,52.453681,13.603770
09S06,09S06,Schule am Wildgarten,sonderpaedagogik,pink,foerderzentrum.trep-koep@t-online.de,http://www.schule-wildgarten.de,,Köpenicker Landstr. 185A,12437,52.473436,13.48707
09Y03,09Y03,Archenhold-Gymnasium,gymnasium,orange,sekretariat@archenhold.de,http://pi.archenhold.de,,Rudower Str. 7,12439,52.4514,13.52271
09Y04,09Y04,Anne-Frank-Gymnasium,gymnasium,orange,sekretariat@afg.schule.berlin.de,http://www.anne-frank-schule-berlin.de,,Uranusstr. 15 -17,12524,52.399327,13.525296
09Y05,09Y05,Alexander-von-Humboldt-Gymnasium,gymnasium,orange,sekretariat@avh-schule.de,http://www.avh-schule.de,,Oberspreestr. 173,12555,52.445252,13.566972
09Y06,09Y06,Gerhart-Hauptmann-Gymnasium,gymnasium,orange,sekretariat@ghs-berlin.de,http://www.ghs-berlin.de,,Bruno-Wille-Str. 37-45,12587,52.45227,13.63269
09Y10,09Y10,Gebrüder-Montgolfier-Gymnasium,gymnasium,orange,sekretariat@gemont.de,http://www.gemont.de,,Ellernweg 20-22,12487,52.44833,13.50379
09Y11,09Y11,Emmy-Noether-Gymnasium,gymnasium,orange,sekretariat@noether-gymnasium.de,http://www.noether-gymnasium.de,,Pablo-Neruda-Str. 6-7,12559,52.44275,13.588735
10B01,10B01,Oscar-Tietz-Schule (OSZ Handel II),osz,black,info@oscar-tietz-schule.de,http://www.oscar-tietz-schule.de,Hauptstandort,Marzahner Chaussee 231,12681,52.530072,13.533066
10B02,10B02,Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin),osz,black,sekretariat@rahel-hirsch.schule,https://www.Rahel-Hirsch-Schule.de,Hauptstandort,Peter-Weiss-Gasse 8,12627,52.5381721,13.6080319
10G01,10G01,Paavo-Nurmi-Grundschule,grundschule,green,nurmi-grundschule@gmx.de,http://www.paavo-nurmi-grundschule.de,Hauptstandort,Schorfheidestr. 42,12689,52.570866,13.576437
10G03,10G03,Selma-Lagerlöf-Grundschule,grundschule,green,slagerloefg@aol.com,http://www.slgs.de,Hauptstandort,Wörlitzer Str. 31,12689,52.56767,13.57023
10G04,10G04,Falken-Grundschule,grundschule,green,sekretariat@falken-gs.schule.berlin.de,http://www.falken-grundschule.de,Hauptstandort,Geraer Ring 2,12689,52.56593,13.5564
10G05,10G05,Ebereschen-Grundschule,grundschule,green,ebereschen-gs@hotmail.de,http://www.ebereschen-grundschule.de,Hauptstandort,Borkheider Str. 27,12689,52.56407,13.57294
10G07,10G07,Karl-Friedrich-Friesen-Grundschule,grundschule,green,K.-F.-Friesen-Grundschule@t-online.de,http://kff.schule,Hauptstandort,Max-Herrmann-Str. 5,12687,52.55335,13.56415
10G08,10G08,Wilhelm-Busch-Grundschule,grundschule,green,Wilhelm-Busch-GS@t-online.de,http://wilhelm-busch-gs.de,Hauptstandort,Parsteiner Ring 24,12679,52.55325,13.58137
10G09,10G09,Grundschule am Bürgerpark,grundschule,green,sekretariat@buergerpark.schule.berlin.de,http://www.gs-am-buergerpark.de,Hauptstandort,Jan-Petersen-Str. 18B,12679,52.55062,13.56569
10G10,10G10,Peter-Pan-Grundschule,grundschule,green,Sekretariat@peter-pan.schule.berlin.de,http://www.peter-pan-grundschule.de,Hauptstandort,Stolzenhagener Str. 9,12679,52.548156,13.551672
10G11,10G11,Grundschule an der Mühle,grundschule,green,schulleitung@10G11.schule.berlin.de,,Hauptstandort,Kienbergstr. 59,12685,52.53976,13.5657
10G12,10G12,Grundschule an der Geißenweide,grundschule,green,sekretariat@geissenweide.schule.berlin.de,http://www.gsadgw.de,Hauptstandort,Amanlisweg 40,12685,52.537783,13.551797
10G13,10G13,Johann-Strauss-Grundschule,grundschule,green,sekretariat@johannstrauss.schule.berlin.de,http://www.johann-strauss-grundschule.de,Hauptstandort,Cecilienstr. 81,12683,52.52982,13.55966
10G14,10G14,Grundschule unter dem Regenbogen,grundschule,green,10g14@10g14.schule.berlin.de,http://www.grundschule-unterm-regenbogen.de,Hauptstandort,Murtzaner Ring 37,12681,52.5301,13.54212
10G16,10G16,Fuchsberg-Grundschule,grundschule,green,Sekretariat@fuchsberg.schule.berlin.de,http://www.grundschule-fuchsberg.de,Hauptstandort,Dankratweg 19,12683,52.49039,13.551484
10G17,10G17,Beatrix-Potter-Grundschule,grundschule,green,Sekretariat@beatrix-potter.schule.berlin.de,http://www.beatrix-potter-grundschule.de,Hauptstandort,Ludwigsfelder Str. 7,12629,52.54682,13.58926
10G18,10G18a,Pusteblume-Grundschule,grundschule,green,sekretariat@pusteblume-Grundschule.de,http://www.pusteblume-grundschule.de,Hauptstandort,Kastanienallee 118,12627,52.54256,13.6001
10G18,10G18b,Pusteblume-Grundschule,grundschule,green,,,Filiale,Kastanienallee 61,12627,52.540970,13.599913
10G19,10G19a,Bücherwurm-Schule am Weiher (Grundschule),grundschule,green,schulleitung@buecherwurm.schule.berlin.de,http://www.buecherwurm-grundschule.de,Hauptstandort,Eilenburger Str. 1,12627,52.54068,13.62913
10G19,10G19b,Bücherwurm-Schule am Weiher (Grundschule),grundschule,green,,,Filiale,Eilenburger Str. 6-8,12627,52.539784,13.630111
